"year","price_in_euro","power_ps","transmission_type","fuel_type","fuel_consumption_l_100km","mileage_in_km","color_blue","color_silver","color_red","color_grey","color_black","color_white"
2012,9885,110,1,0,5.3,232172,0,0,0,1,0,0
2012,14490,140,0,0,6,135000,0,0,0,1,0,0
2012,12985,140,1,0,6,132500,0,0,0,1,0,0
2012,11950,110,1,0,5.3,141722,0,0,0,1,0,0
2012,12890,160,1,1,6.7,93384,0,0,0,1,0,0
2012,11500,122,1,1,6.5,137200,0,0,0,1,0,0
2012,13900,140,0,0,5.9,155200,0,0,0,1,0,0
2012,12200,140,1,0,6,189500,0,0,0,1,0,0
2012,12990,160,1,1,6.7,164990,0,0,0,1,0,0
2012,13950,140,1,0,5.3,93500,0,0,0,1,0,0
2012,14760,140,0,0,5.8,128601,0,0,0,1,0,0
2012,8990,140,0,0,6,126000,0,0,0,1,0,0
2012,9999,160,1,1,7.6,160000,0,0,0,1,0,0
2012,15600,110,1,0,5.3,78000,0,0,0,1,0,0
2012,13800,110,1,0,5.3,129000,0,0,0,1,0,0
2012,15990,140,0,0,6,130000,0,0,0,0,1,0
2012,13829,170,1,0,6,113786,0,0,0,0,1,0
2012,10990,110,1,0,5.3,164300,0,0,0,0,1,0
2012,14799,140,1,0,5.3,36980,0,0,0,0,1,0
2012,8490,179,1,1,8.5,250000,0,0,0,0,1,0
2012,12600,140,1,0,6,157000,0,0,0,0,1,0
2012,12000,140,1,0,5.3,154000,0,0,0,0,1,0
2012,14000,140,0,0,5.9,151000,0,0,0,0,1,0
2012,10480,122,1,1,6.5,140411,0,0,0,0,1,0
2012,15800,179,0,1,8.6,62256,0,0,0,0,1,0
2012,10890,200,0,1,8.7,197500,0,0,0,0,1,0
2012,14999,211,0,1,8.4,105000,0,0,0,0,1,0
2012,11400,179,0,1,8.7,208150,0,0,0,0,1,0
2012,17999,211,0,1,8.5,52000,0,0,0,0,1,0
2012,10880,170,1,0,6,180314,0,0,0,0,1,0
2012,16999,140,0,0,6.3,149500,0,0,0,0,1,0
2012,12200,122,1,1,6.5,117800,0,0,0,0,1,0
2012,14499,179,0,1,8.7,130000,0,0,0,0,1,0
2012,11350,140,1,0,5.8,185256,0,0,0,0,1,0
2012,12900,140,1,0,5.3,145000,0,0,0,0,1,0
2012,15000,179,0,1,8.6,52000,0,0,0,0,1,0
2012,10590,122,1,1,6.5,110000,0,0,0,0,1,0
2012,14800,140,0,0,6,140000,0,0,0,0,1,0
2012,14900,179,0,1,8.6,155000,0,0,0,0,1,0
2012,15990,140,1,0,5.8,85000,0,0,0,0,1,0
2012,13300,160,1,1,6.7,110500,0,0,0,0,1,0
2012,13980,140,1,0,6,152988,0,0,0,0,1,0
2012,10000,140,1,0,5.3,200000,0,0,0,0,1,0
2012,12450,110,1,0,5.3,130000,0,0,0,0,1,0
2012,19900,170,1,0,6.3,163000,0,0,0,0,1,0
2012,6490,122,1,1,6.5,116674,0,0,0,0,1,0
2012,10990,170,1,0,6,177000,0,1,0,0,0,0
2012,14700,140,0,0,6.3,87000,0,1,0,0,0,0
2012,13900,211,0,1,8.5,132500,0,1,0,0,0,0
2012,12490,170,1,0,6,173000,0,1,0,0,0,0
2012,10491,140,1,0,6,198151,0,1,0,0,0,0
2012,14990,170,1,0,6,172300,0,1,0,0,0,0
2012,10990,122,1,1,6.5,116531,0,1,0,0,0,0
2012,5190,160,1,1,6.7,220000,0,1,0,0,0,0
2012,11650,140,1,0,5.5,105544,0,1,0,0,0,0
2012,12490,140,0,0,6,187000,0,1,0,0,0,0
2012,8500,110,1,0,5.3,260000,0,1,0,0,0,0
2012,13199,110,1,0,5,85000,0,1,0,0,0,0
2012,13960,179,0,1,8.6,125800,0,1,0,0,0,0
2012,13499,110,1,0,5.3,131777,0,1,0,0,0,0
2012,9250,122,1,1,6.5,150000,0,0,0,0,0,1
2012,12490,140,1,0,5.3,125000,0,0,0,0,0,1
2012,9840,160,1,1,6.7,179000,0,0,0,0,0,1
2012,9000,140,1,0,5.3,145000,0,0,0,0,0,1
2012,15500,140,0,0,6.2,127500,0,0,0,0,0,1
2012,15990,140,0,0,6,145000,0,0,0,0,0,1
2012,8900,140,0,0,6.3,94500,0,0,0,0,0,1
2012,11500,140,0,0,6.2,272000,0,0,0,0,0,1
2012,11700,160,1,1,6.7,164000,0,0,0,0,0,1
2012,15950,140,0,0,6,134577,0,0,0,0,0,1
2012,12700,122,1,1,6.5,101100,0,0,0,0,0,1
2012,13950,170,1,0,6,99874,0,0,0,0,0,1
2012,5940,211,0,1,8.5,149191,0,0,0,0,0,1
2012,15430,140,1,0,5.3,177720,0,0,0,0,0,1
2012,14200,122,1,1,6.5,138000,0,0,0,0,0,1
