연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
4862,8,2811,암사,하차,2022-09,83485
4863,8,2812,천호(풍납토성),승차,2022-09,65827
4864,8,2812,천호(풍납토성),하차,2022-09,60923
4865,8,2813,강동구청,승차,2022-09,51985
4866,8,2813,강동구청,하차,2022-09,52085
4867,8,2814,몽촌토성(평화의문),승차,2022-09,28060
4868,8,2814,몽촌토성(평화의문),하차,2022-09,27623
4869,8,2815,잠실(송파구청),승차,2022-09,55966
4870,8,2815,잠실(송파구청),하차,2022-09,55100
4871,8,2816,석촌,승차,2022-09,40747
4872,8,2816,석촌,하차,2022-09,43518
4873,8,2817,송파,승차,2022-09,50376
4874,8,2817,송파,하차,2022-09,50547
4875,8,2818,가락시장,승차,2022-09,51520
4876,8,2818,가락시장,하차,2022-09,52949
4877,8,2819,문정,승차,2022-09,46466
4878,8,2819,문정,하차,2022-09,45965
4879,8,2820,장지,승차,2022-09,62386
4880,8,2820,장지,하차,2022-09,58795
4881,8,2821,복정,승차,2022-09,30160
4882,8,2821,복정,하차,2022-09,27112
4883,8,2822,산성,승차,2022-09,25819
4884,8,2822,산성,하차,2022-09,28460
4885,8,2823,남한산성입구(성남법원.검찰청),승차,2022-09,61566
4886,8,2823,남한산성입구(성남법원.검찰청),하차,2022-09,58226
4887,8,2824,단대오거리,승차,2022-09,54993
4888,8,2824,단대오거리,하차,2022-09,53617
4889,8,2825,신흥,승차,2022-09,28008
4890,8,2825,신흥,하차,2022-09,29352
4891,8,2826,수진,승차,2022-09,34728
4892,8,2826,수진,하차,2022-09,34475
4893,8,2827,모란,승차,2022-09,44149
4894,8,2827,모란,하차,2022-09,35089
4895,8,2828,남위례,승차,2022-09,22242
4896,8,2828,남위례,하차,2022-09,22071
4897,1,150,서울역,승차,2022-10,176750
4898,1,150,서울역,하차,2022-10,171013
4899,1,151,시청,승차,2022-10,100602
4900,1,151,시청,하차,2022-10,98825
4901,1,152,종각,승차,2022-10,129514
4902,1,152,종각,하차,2022-10,121278
4903,1,153,종로3가,승차,2022-10,278112
4904,1,153,종로3가,하차,2022-10,257366
4905,1,154,종로5가,승차,2022-10,229482
4906,1,154,종로5가,하차,2022-10,220722
4907,1,155,동대문,승차,2022-10,106136
4908,1,155,동대문,하차,2022-10,106714
4909,1,156,신설동,승차,2022-10,104035
4910,1,156,신설동,하차,2022-10,100395
4911,1,157,제기동,승차,2022-10,257513
4912,1,157,제기동,하차,2022-10,277574
4913,1,158,청량리(서울시립대입구),승차,2022-10,227728
4914,1,158,청량리(서울시립대입구),하차,2022-10,232410
4915,1,159,동묘앞,승차,2022-10,140813
4916,1,159,동묘앞,하차,2022-10,144113
4917,2,201,시청,승차,2022-10,54020
4918,2,201,시청,하차,2022-10,47627
4919,2,202,을지로입구,승차,2022-10,85783
4920,2,202,을지로입구,하차,2022-10,78674
4921,2,203,을지로3가,승차,2022-10,66469
4922,2,203,을지로3가,하차,2022-10,65682
4923,2,204,을지로4가,승차,2022-10,69578
4924,2,204,을지로4가,하차,2022-10,69191
4925,2,205,동대문역사문화공원(DDP),승차,2022-10,48812
4926,2,205,동대문역사문화공원(DDP),하차,2022-10,53653
4927,2,206,신당,승차,2022-10,81223
4928,2,206,신당,하차,2022-10,82432
4929,2,207,상왕십리,승차,2022-10,54593
4930,2,207,상왕십리,하차,2022-10,55252
4931,2,208,왕십리(성동구청),승차,2022-10,43268
4932,2,208,왕십리(성동구청),하차,2022-10,37008
4933,2,209,한양대,승차,2022-10,12410
4934,2,209,한양대,하차,2022-10,13138
4935,2,210,뚝섬,승차,2022-10,48557
4936,2,210,뚝섬,하차,2022-10,49047
4937,2,211,성수,승차,2022-10,77185
4938,2,211,성수,하차,2022-10,78584
4939,2,212,건대입구,승차,2022-10,75585
4940,2,212,건대입구,하차,2022-10,78722
4941,2,213,구의(광진구청),승차,2022-10,86750
4942,2,213,구의(광진구청),하차,2022-10,88254
4943,2,214,강변(동서울터미널),승차,2022-10,112861
4944,2,214,강변(동서울터미널),하차,2022-10,110599
4945,2,215,잠실나루,승차,2022-10,74318
4946,2,215,잠실나루,하차,2022-10,74817
4947,2,216,잠실(송파구청),승차,2022-10,183642
4948,2,216,잠실(송파구청),하차,2022-10,171778
4949,2,217,잠실새내,승차,2022-10,99221
4950,2,217,잠실새내,하차,2022-10,99334
4951,2,218,종합운동장,승차,2022-10,51291
4952,2,218,종합운동장,하차,2022-10,54612
4953,2,219,삼성(무역센터),승차,2022-10,100736
4954,2,219,삼성(무역센터),하차,2022-10,93388
4955,2,220,선릉,승차,2022-10,190176
4956,2,220,선릉,하차,2022-10,168202
4957,2,221,역삼,승차,2022-10,118389
4958,2,221,역삼,하차,2022-10,120529
4959,2,222,강남,승차,2022-10,129721
4960,2,222,강남,하차,2022-10,112968
4961,2,223,교대(법원.검찰청),승차,2022-10,133520
4962,2,223,교대(법원.검찰청),하차,2022-10,151885
4963,2,224,서초,승차,2022-10,74800
4964,2,224,서초,하차,2022-10,74839
4965,2,225,방배,승차,2022-10,65377
4966,2,225,방배,하차,2022-10,65173
4967,2,226,사당,승차,2022-10,183817
4968,2,226,사당,하차,2022-10,177303
4969,2,227,낙성대(강감찬),승차,2022-10,92478
4970,2,227,낙성대(강감찬),하차,2022-10,94679
4971,2,228,서울대입구(관악구청),승차,2022-10,152966
4972,2,228,서울대입구(관악구청),하차,2022-10,145887
4973,2,229,봉천,승차,2022-10,126250
4974,2,229,봉천,하차,2022-10,126912
4975,2,230,신림,승차,2022-10,169794
4976,2,230,신림,하차,2022-10,169594
4977,2,231,신대방,승차,2022-10,105691
4978,2,231,신대방,하차,2022-10,107963
4979,2,232,구로디지털단지,승차,2022-10,156067
4980,2,232,구로디지털단지,하차,2022-10,156495
4981,2,233,대림(구로구청),승차,2022-10,106232
4982,2,233,대림(구로구청),하차,2022-10,110029
4983,2,234,신도림,승차,2022-10,175205
4984,2,234,신도림,하차,2022-10,166100
4985,2,235,문래,승차,2022-10,74107
4986,2,235,문래,하차,2022-10,74045
4987,2,236,영등포구청,승차,2022-10,80787
4988,2,236,영등포구청,하차,2022-10,80706
4989,2,237,당산,승차,2022-10,50983
4990,2,237,당산,하차,2022-10,56269
4991,2,238,합정,승차,2022-10,58890
4992,2,238,합정,하차,2022-10,59979
4993,2,239,홍대입구,승차,2022-10,78459
4994,2,239,홍대입구,하차,2022-10,75482
4995,2,240,신촌,승차,2022-10,100415
4996,2,240,신촌,하차,2022-10,99907
4997,2,241,이대,승차,2022-10,41038
4998,2,241,이대,하차,2022-10,42833
4999,2,242,아현,승차,2022-10,55057
5000,2,242,아현,하차,2022-10,54875
5001,2,243,충정로(경기대입구),승차,2022-10,40493
5002,2,243,충정로(경기대입구),하차,2022-10,40367
5003,2,244,용답,승차,2022-10,15226
5004,2,244,용답,하차,2022-10,14964
5005,2,245,신답,승차,2022-10,8613
5006,2,245,신답,하차,2022-10,9466
5007,2,246,신설동,승차,2022-10,28657
5008,2,246,신설동,하차,2022-10,30000
5009,2,247,도림천,승차,2022-10,7108
5010,2,247,도림천,하차,2022-10,7901
5011,2,248,양천구청,승차,2022-10,43820
5012,2,248,양천구청,하차,2022-10,44622
5013,2,249,신정네거리,승차,2022-10,62127
5014,2,249,신정네거리,하차,2022-10,63180
5015,2,250,용두(동대문구청),승차,2022-10,19540
5016,2,250,용두(동대문구청),하차,2022-10,20716
5017,3,309,지축,승차,2022-10,25457
5018,3,309,지축,하차,2022-10,24473
5019,3,310,구파발,승차,2022-10,106469
5020,3,310,구파발,하차,2022-10,103142
5021,3,311,연신내,승차,2022-10,228332
5022,3,311,연신내,하차,2022-10,221182
5023,3,312,불광,승차,2022-10,123623
5024,3,312,불광,하차,2022-10,138115
5025,3,313,녹번,승차,2022-10,68324
5026,3,313,녹번,하차,2022-10,67399
5027,3,314,홍제,승차,2022-10,127231
5028,3,314,홍제,하차,2022-10,125003
5029,3,315,무악재,승차,2022-10,26901
5030,3,315,무악재,하차,2022-10,29238
5031,3,316,독립문,승차,2022-10,61182
5032,3,316,독립문,하차,2022-10,62129
5033,3,317,경복궁(정부서울청사),승차,2022-10,106468
5034,3,317,경복궁(정부서울청사),하차,2022-10,115090
5035,3,318,안국,승차,2022-10,102666
5036,3,318,안국,하차,2022-10,105310
5037,3,319,종로3가,승차,2022-10,49770
5038,3,319,종로3가,하차,2022-10,55895
5039,3,320,을지로3가,승차,2022-10,42293
5040,3,320,을지로3가,하차,2022-10,39570
5041,3,322,동대입구,승차,2022-10,36483
5042,3,322,동대입구,하차,2022-10,42131
5043,3,323,약수,승차,2022-10,72512
5044,3,323,약수,하차,2022-10,68165
5045,3,324,금호,승차,2022-10,48445
5046,3,324,금호,하차,2022-10,47810
5047,3,325,옥수,승차,2022-10,56200
5048,3,325,옥수,하차,2022-10,56473
5049,3,326,압구정,승차,2022-10,129261
5050,3,326,압구정,하차,2022-10,128444
5051,3,327,신사,승차,2022-10,61053
5052,3,327,신사,하차,2022-10,59686
5053,3,328,잠원,승차,2022-10,27745
5054,3,328,잠원,하차,2022-10,26599
5055,3,329,고속터미널,승차,2022-10,181318
5056,3,329,고속터미널,하차,2022-10,172110
5057,3,330,교대(법원.검찰청),승차,2022-10,62932
5058,3,330,교대(법원.검찰청),하차,2022-10,38349
5059,3,331,남부터미널(예술의전당),승차,2022-10,108412
5060,3,331,남부터미널(예술의전당),하차,2022-10,109575
5061,3,332,양재(서초구청),승차,2022-10,133531
5062,3,332,양재(서초구청),하차,2022-10,134554
5063,3,333,매봉,승차,2022-10,57018
5064,3,333,매봉,하차,2022-10,53563
5065,3,334,도곡,승차,2022-10,21413
5066,3,334,도곡,하차,2022-10,20408
5067,3,335,대치,승차,2022-10,58460
5068,3,335,대치,하차,2022-10,55766
5069,3,336,학여울,승차,2022-10,20549
5070,3,336,학여울,하차,2022-10,20367
5071,3,337,대청,승차,2022-10,50585
5072,3,337,대청,하차,2022-10,49032
5073,3,338,일원,승차,2022-10,56774
5074,3,338,일원,하차,2022-10,57046
5075,3,339,수서,승차,2022-10,91199
5076,3,339,수서,하차,2022-10,90006
5077,3,340,가락시장,승차,2022-10,68748
5078,3,340,가락시장,하차,2022-10,67733
5079,3,341,경찰병원,승차,2022-10,36144
5080,3,341,경찰병원,하차,2022-10,37513
5081,3,342,오금,승차,2022-10,25977
5082,3,342,오금,하차,2022-10,25784
5083,4,409,당고개,승차,2022-10,64443
5084,4,409,당고개,하차,2022-10,64375
5085,4,410,상계,승차,2022-10,101846
5086,4,410,상계,하차,2022-10,100111
5087,4,411,노원,승차,2022-10,79324
5088,4,411,노원,하차,2022-10,78563
5089,4,412,창동,승차,2022-10,175092
5090,4,412,창동,하차,2022-10,181074
5091,4,413,쌍문,승차,2022-10,145184
5092,4,413,쌍문,하차,2022-10,142965
5093,4,414,수유(강북구청),승차,2022-10,161019
5094,4,414,수유(강북구청),하차,2022-10,161584
5095,4,415,미아(서울사이버대학),승차,2022-10,95630
5096,4,415,미아(서울사이버대학),하차,2022-10,97152
5097,4,416,미아사거리,승차,2022-10,156648
5098,4,416,미아사거리,하차,2022-10,156525
5099,4,417,길음,승차,2022-10,105674
5100,4,417,길음,하차,2022-10,106486
5101,4,418,성신여대입구(돈암),승차,2022-10,74403
5102,4,418,성신여대입구(돈암),하차,2022-10,71690
5103,4,419,한성대입구(삼선교),승차,2022-10,66966
5104,4,419,한성대입구(삼선교),하차,2022-10,66663
5105,4,420,혜화,승차,2022-10,105020
5106,4,420,혜화,하차,2022-10,105819
5107,4,421,동대문,승차,2022-10,133635
5108,4,421,동대문,하차,2022-10,129612
5109,4,422,동대문역사문화공원(DDP),승차,2022-10,51376
5110,4,422,동대문역사문화공원(DDP),하차,2022-10,45810
5111,4,423,충무로,승차,2022-10,96589
5112,4,423,충무로,하차,2022-10,98818
5113,4,424,명동,승차,2022-10,60837
5114,4,424,명동,하차,2022-10,63751
5115,4,425,회현(남대문시장),승차,2022-10,179847
5116,4,425,회현(남대문시장),하차,2022-10,179139
5117,4,426,서울역,승차,2022-10,32509
5118,4,426,서울역,하차,2022-10,44661
5119,4,427,숙대입구(갈월),승차,2022-10,45349
5120,4,427,숙대입구(갈월),하차,2022-10,41715
5121,4,428,삼각지,승차,2022-10,20669
5122,4,428,삼각지,하차,2022-10,22705
5123,4,429,신용산,승차,2022-10,43310
5124,4,429,신용산,하차,2022-10,43926
5125,4,430,이촌(국립중앙박물관),승차,2022-10,46349
5126,4,430,이촌(국립중앙박물관),하차,2022-10,48923
5127,4,431,동작(현충원),승차,2022-10,14260
5128,4,431,동작(현충원),하차,2022-10,14112
5129,4,432,총신대입구(이수),승차,2022-10,138929
5130,4,432,총신대입구(이수),하차,2022-10,146731
5131,4,433,사당,승차,2022-10,88922
5132,4,433,사당,하차,2022-10,89846
5133,4,434,남태령,승차,2022-10,7809
5134,4,434,남태령,하차,2022-10,7157
5135,5,2511,방화,승차,2022-10,42915
5136,5,2511,방화,하차,2022-10,42223
5137,5,2512,개화산,승차,2022-10,32514
5138,5,2512,개화산,하차,2022-10,32976
5139,5,2513,김포공항,승차,2022-10,29253
5140,5,2513,김포공항,하차,2022-10,32755
5141,5,2514,송정,승차,2022-10,43308
5142,5,2514,송정,하차,2022-10,42328
5143,5,2515,마곡,승차,2022-10,32869
5144,5,2515,마곡,하차,2022-10,32239
5145,5,2516,발산,승차,2022-10,78992
5146,5,2516,발산,하차,2022-10,76897
5147,5,2517,우장산,승차,2022-10,81426
5148,5,2517,우장산,하차,2022-10,84242
5149,5,2518,화곡,승차,2022-10,124233
5150,5,2518,화곡,하차,2022-10,120356
5151,5,2519,까치산,승차,2022-10,137008
5152,5,2519,까치산,하차,2022-10,136817
5153,5,2520,신정(은행정),승차,2022-10,54643
5154,5,2520,신정(은행정),하차,2022-10,53566
5155,5,2521,목동,승차,2022-10,72557
5156,5,2521,목동,하차,2022-10,72930
5157,5,2522,오목교(목동운동장앞),승차,2022-10,73923
5158,5,2522,오목교(목동운동장앞),하차,2022-10,73385
5159,5,2523,양평,승차,2022-10,23475
5160,5,2523,양평,하차,2022-10,23331
5161,5,2524,영등포구청,승차,2022-10,17024
5162,5,2524,영등포구청,하차,2022-10,16749
5163,5,2525,영등포시장,승차,2022-10,64465
5164,5,2525,영등포시장,하차,2022-10,66364
5165,5,2526,신길,승차,2022-10,9480
5166,5,2526,신길,하차,2022-10,10022
5167,5,2527,여의도,승차,2022-10,44261
5168,5,2527,여의도,하차,2022-10,42213
5169,5,2528,여의나루,승차,2022-10,26971
5170,5,2528,여의나루,하차,2022-10,28467
5171,5,2529,마포,승차,2022-10,54207
5172,5,2529,마포,하차,2022-10,53637
5173,5,2530,공덕,승차,2022-10,40206
5174,5,2530,공덕,하차,2022-10,37465
5175,5,2531,애오개,승차,2022-10,31721
5176,5,2531,애오개,하차,2022-10,31170
5177,5,2532,충정로(경기대입구),승차,2022-10,11780
5178,5,2532,충정로(경기대입구),하차,2022-10,12181
5179,5,2533,서대문,승차,2022-10,54535
5180,5,2533,서대문,하차,2022-10,51335
5181,5,2534,광화문(세종문화회관),승차,2022-10,98607
5182,5,2534,광화문(세종문화회관),하차,2022-10,97954
5183,5,2535,종로3가,승차,2022-10,86980
5184,5,2535,종로3가,하차,2022-10,89892
5185,5,2536,을지로4가,승차,2022-10,37461
5186,5,2536,을지로4가,하차,2022-10,36688
5187,5,2537,동대문역사문화공원(DDP),승차,2022-10,6699
5188,5,2537,동대문역사문화공원(DDP),하차,2022-10,7582
5189,5,2538,청구,승차,2022-10,21666
5190,5,2538,청구,하차,2022-10,17551
5191,5,2539,신금호,승차,2022-10,32924
5192,5,2539,신금호,하차,2022-10,37636
5193,5,2540,행당,승차,2022-10,44410
5194,5,2540,행당,하차,2022-10,40191
5195,5,2541,왕십리(성동구청),승차,2022-10,19594
5196,5,2541,왕십리(성동구청),하차,2022-10,20042
5197,5,2542,마장,승차,2022-10,35133
5198,5,2542,마장,하차,2022-10,34316
5199,5,2543,답십리,승차,2022-10,70377
5200,5,2543,답십리,하차,2022-10,67169
5201,5,2544,장한평,승차,2022-10,78575
5202,5,2544,장한평,하차,2022-10,79322
5203,5,2545,군자(능동),승차,2022-10,34947
5204,5,2545,군자(능동),하차,2022-10,36596
5205,5,2546,아차산(어린이대공원후문),승차,2022-10,87632
5206,5,2546,아차산(어린이대공원후문),하차,2022-10,85746
5207,5,2547,광나루(장신대),승차,2022-10,64112
5208,5,2547,광나루(장신대),하차,2022-10,62422
5209,5,2548,천호(풍납토성),승차,2022-10,116396
5210,5,2548,천호(풍납토성),하차,2022-10,120979
5211,5,2549,강동,승차,2022-10,96393
5212,5,2549,강동,하차,2022-10,95863
5213,5,2550,길동,승차,2022-10,63016
5214,5,2550,길동,하차,2022-10,64336
5215,5,2551,굽은다리(강동구민회관앞),승차,2022-10,65396
5216,5,2551,굽은다리(강동구민회관앞),하차,2022-10,60848
5217,5,2552,명일,승차,2022-10,62765
5218,5,2552,명일,하차,2022-10,65204
5219,5,2553,고덕,승차,2022-10,62600
5220,5,2553,고덕,하차,2022-10,62804
5221,5,2554,상일동,승차,2022-10,79945
5222,5,2554,상일동,하차,2022-10,77775
5223,5,2555,둔촌동,승차,2022-10,54936
5224,5,2555,둔촌동,하차,2022-10,55560
5225,5,2556,올림픽공원(한국체대),승차,2022-10,37245
5226,5,2556,올림픽공원(한국체대),하차,2022-10,33486
5227,5,2557,방이,승차,2022-10,42011
5228,5,2557,방이,하차,2022-10,41663
5229,5,2558,오금,승차,2022-10,17612
5230,5,2558,오금,하차,2022-10,17070
5231,5,2559,개롱,승차,2022-10,41988
5232,5,2559,개롱,하차,2022-10,43949
5233,5,2560,거여,승차,2022-10,53708
5234,5,2560,거여,하차,2022-10,52450
5235,5,2561,마천,승차,2022-10,48622
5236,5,2561,마천,하차,2022-10,50568
5237,5,2562,강일,승차,2022-10,32171
5238,5,2562,강일,하차,2022-10,30945
5239,5,2563,미사,승차,2022-10,68375
5240,5,2563,미사,하차,2022-10,68587
5241,5,2564,하남풍산,승차,2022-10,22859
5242,5,2564,하남풍산,하차,2022-10,22626
5243,5,2565,하남시청(덕풍·신장),승차,2022-10,58270
5244,5,2565,하남시청(덕풍·신장),하차,2022-10,59503
5245,5,2566,하남검단산,승차,2022-10,44827
5246,5,2566,하남검단산,하차,2022-10,44308
5247,6,2611,응암,승차,2022-10,101230
5248,6,2611,응암,하차,2022-10,100737
5249,6,2612,역촌,승차,2022-10,27664
5250,6,2612,역촌,하차,2022-10,27516
5251,6,2613,불광,승차,2022-10,35413
5252,6,2613,불광,하차,2022-10,29020
5253,6,2614,독바위,승차,2022-10,17243
5254,6,2614,독바위,하차,2022-10,21953
5255,6,2616,구산,승차,2022-10,44710
5256,6,2616,구산,하차,2022-10,47123
5257,6,2617,새절(신사),승차,2022-10,75828
5258,6,2617,새절(신사),하차,2022-10,75900
5259,6,2618,증산(명지대앞),승차,2022-10,61964
5260,6,2618,증산(명지대앞),하차,2022-10,62821
5261,6,2619,디지털미디어시티,승차,2022-10,50151
5262,6,2619,디지털미디어시티,하차,2022-10,52029
5263,6,2620,월드컵경기장(성산),승차,2022-10,85750
5264,6,2620,월드컵경기장(성산),하차,2022-10,85966
5265,6,2621,마포구청,승차,2022-10,66382
5266,6,2621,마포구청,하차,2022-10,59237
5267,6,2622,망원,승차,2022-10,69587
5268,6,2622,망원,하차,2022-10,72282
5269,6,2623,합정,승차,2022-10,35927
5270,6,2623,합정,하차,2022-10,32921
5271,6,2624,상수,승차,2022-10,18726
5272,6,2624,상수,하차,2022-10,19042
5273,6,2625,광흥창(서강),승차,2022-10,43420
5274,6,2625,광흥창(서강),하차,2022-10,43083
5275,6,2626,대흥(서강대앞),승차,2022-10,41597
5276,6,2626,대흥(서강대앞),하차,2022-10,41537
5277,6,2627,공덕,승차,2022-10,65442
5278,6,2627,공덕,하차,2022-10,61432
5279,6,2628,효창공원앞,승차,2022-10,34893
5280,6,2628,효창공원앞,하차,2022-10,32732
5281,6,2629,삼각지,승차,2022-10,18708
5282,6,2629,삼각지,하차,2022-10,14281
5283,6,2630,녹사평(용산구청),승차,2022-10,16836
5284,6,2630,녹사평(용산구청),하차,2022-10,16205
5285,6,2631,이태원,승차,2022-10,29415
5286,6,2631,이태원,하차,2022-10,30663
5287,6,2632,한강진,승차,2022-10,13402
5288,6,2632,한강진,하차,2022-10,13714
5289,6,2633,버티고개,승차,2022-10,12442
5290,6,2633,버티고개,하차,2022-10,14974
5291,6,2634,약수,승차,2022-10,19374
5292,6,2634,약수,하차,2022-10,19180
5293,6,2635,청구,승차,2022-10,16477
5294,6,2635,청구,하차,2022-10,18934
5295,6,2636,신당,승차,2022-10,31348
5296,6,2636,신당,하차,2022-10,30427
5297,6,2637,동묘앞,승차,2022-10,59447
5298,6,2637,동묘앞,하차,2022-10,54928
5299,6,2638,창신,승차,2022-10,16115
5300,6,2638,창신,하차,2022-10,15216
5301,6,2639,보문,승차,2022-10,25777
5302,6,2639,보문,하차,2022-10,24519
5303,6,2640,안암(고대병원앞),승차,2022-10,28854
5304,6,2640,안암(고대병원앞),하차,2022-10,28335
5305,6,2641,고려대(종암),승차,2022-10,29387
5306,6,2641,고려대(종암),하차,2022-10,29669
5307,6,2642,월곡(동덕여대),승차,2022-10,61071
5308,6,2642,월곡(동덕여대),하차,2022-10,60475
5309,6,2643,상월곡(한국과학기술연구원),승차,2022-10,34296
5310,6,2643,상월곡(한국과학기술연구원),하차,2022-10,32956
5311,6,2644,돌곶이,승차,2022-10,52101
5312,6,2644,돌곶이,하차,2022-10,51431
5313,6,2645,석계,승차,2022-10,68176
5314,6,2645,석계,하차,2022-10,68609
5315,6,2646,태릉입구,승차,2022-10,26064
5316,6,2646,태릉입구,하차,2022-10,26235
5317,6,2647,화랑대(서울여대입구),승차,2022-10,40979
5318,6,2647,화랑대(서울여대입구),하차,2022-10,37281
5319,6,2648,봉화산(서울의료원),승차,2022-10,41921
5320,6,2648,봉화산(서울의료원),하차,2022-10,41697
5321,7,2711,장암,승차,2022-10,9488
5322,7,2711,장암,하차,2022-10,6855
5323,7,2712,도봉산,승차,2022-10,46208
5324,7,2712,도봉산,하차,2022-10,66359
5325,7,2713,수락산,승차,2022-10,87105
5326,7,2713,수락산,하차,2022-10,88856
5327,7,2714,마들,승차,2022-10,74293
5328,7,2714,마들,하차,2022-10,73306
5329,7,2715,노원,승차,2022-10,104633
5330,7,2715,노원,하차,2022-10,105870
5331,7,2716,중계,승차,2022-10,71997
5332,7,2716,중계,하차,2022-10,69610
5333,7,2717,하계,승차,2022-10,89641
5334,7,2717,하계,하차,2022-10,87426
5335,7,2718,공릉(서울과학기술대),승차,2022-10,59571
5336,7,2718,공릉(서울과학기술대),하차,2022-10,60318
5337,7,2719,태릉입구,승차,2022-10,37127
5338,7,2719,태릉입구,하차,2022-10,35069
5339,7,2720,먹골,승차,2022-10,55602
5340,7,2720,먹골,하차,2022-10,56700
5341,7,2721,중화,승차,2022-10,52789
5342,7,2721,중화,하차,2022-10,53213
5343,7,2722,상봉(시외버스터미널),승차,2022-10,61569
5344,7,2722,상봉(시외버스터미널),하차,2022-10,59324
5345,7,2723,면목,승차,2022-10,81361
5346,7,2723,면목,하차,2022-10,83360
5347,7,2724,사가정,승차,2022-10,85207
5348,7,2724,사가정,하차,2022-10,85097
5349,7,2725,용마산(용마폭포공원),승차,2022-10,29689
5350,7,2725,용마산(용마폭포공원),하차,2022-10,32651
5351,7,2726,중곡,승차,2022-10,50948
5352,7,2726,중곡,하차,2022-10,51324
5353,7,2727,군자(능동),승차,2022-10,68553
5354,7,2727,군자(능동),하차,2022-10,59547
5355,7,2728,어린이대공원(세종대),승차,2022-10,37013
5356,7,2728,어린이대공원(세종대),하차,2022-10,37024
5357,7,2729,건대입구,승차,2022-10,46062
5358,7,2729,건대입구,하차,2022-10,41927
5359,7,2730,뚝섬유원지,승차,2022-10,40875
5360,7,2730,뚝섬유원지,하차,2022-10,40626
5361,7,2731,청담,승차,2022-10,69444
5362,7,2731,청담,하차,2022-10,66870
5363,7,2732,강남구청,승차,2022-10,45737
5364,7,2732,강남구청,하차,2022-10,47043
5365,7,2733,학동,승차,2022-10,53571
5366,7,2733,학동,하차,2022-10,51548
5367,7,2734,논현,승차,2022-10,39239
5368,7,2734,논현,하차,2022-10,39192
5369,7,2735,반포,승차,2022-10,31065
5370,7,2735,반포,하차,2022-10,29937
5371,7,2736,고속터미널,승차,2022-10,62986
5372,7,2736,고속터미널,하차,2022-10,55269
5373,7,2737,내방,승차,2022-10,60831
5374,7,2737,내방,하차,2022-10,58961
5375,7,2738,이수,승차,2022-10,67539
5376,7,2738,이수,하차,2022-10,63194
5377,7,2739,남성,승차,2022-10,64027
5378,7,2739,남성,하차,2022-10,63736
5379,7,2740,숭실대입구(살피재),승차,2022-10,56218
5380,7,2740,숭실대입구(살피재),하차,2022-10,58821
5381,7,2741,상도,승차,2022-10,53822
5382,7,2741,상도,하차,2022-10,50165
5383,7,2742,장승배기,승차,2022-10,57505
5384,7,2742,장승배기,하차,2022-10,60003
5385,7,2743,신대방삼거리,승차,2022-10,76097
5386,7,2743,신대방삼거리,하차,2022-10,77806
5387,7,2744,보라매,승차,2022-10,28394
5388,7,2744,보라매,하차,2022-10,29267
5389,7,2745,신풍,승차,2022-10,63061
5390,7,2745,신풍,하차,2022-10,63109
5391,7,2746,대림(구로구청),승차,2022-10,32436
5392,7,2746,대림(구로구청),하차,2022-10,31977
5393,7,2747,남구로,승차,2022-10,49954
5394,7,2747,남구로,하차,2022-10,50458
5395,7,2748,가산디지털단지,승차,2022-10,67624
5396,7,2748,가산디지털단지,하차,2022-10,62925
5397,7,2749,철산,승차,2022-10,87078
5398,7,2749,철산,하차,2022-10,86394
5399,7,2750,광명사거리,승차,2022-10,127982
5400,7,2750,광명사거리,하차,2022-10,133596
5401,7,2751,천왕,승차,2022-10,47621
5402,7,2751,천왕,하차,2022-10,47690
5403,7,2752,온수(성공회대입구),승차,2022-10,33159
5404,7,2752,온수(성공회대입구),하차,2022-10,31994
5405,8,2811,암사,승차,2022-10,91124
5406,8,2811,암사,하차,2022-10,90814
5407,8,2812,천호(풍납토성),승차,2022-10,72914
5408,8,2812,천호(풍납토성),하차,2022-10,67852
5409,8,2813,강동구청,승차,2022-10,55652
5410,8,2813,강동구청,하차,2022-10,55886
5411,8,2814,몽촌토성(평화의문),승차,2022-10,34521
5412,8,2814,몽촌토성(평화의문),하차,2022-10,33422
5413,8,2815,잠실(송파구청),승차,2022-10,62010
5414,8,2815,잠실(송파구청),하차,2022-10,61256
5415,8,2816,석촌,승차,2022-10,45504
5416,8,2816,석촌,하차,2022-10,48714
5417,8,2817,송파,승차,2022-10,54747
5418,8,2817,송파,하차,2022-10,54972
5419,8,2818,가락시장,승차,2022-10,55819
5420,8,2818,가락시장,하차,2022-10,56542
5421,8,2819,문정,승차,2022-10,50835
5422,8,2819,문정,하차,2022-10,50240
5423,8,2820,장지,승차,2022-10,67532
5424,8,2820,장지,하차,2022-10,63762
5425,8,2821,복정,승차,2022-10,33749
5426,8,2821,복정,하차,2022-10,30084
5427,8,2822,산성,승차,2022-10,29058
5428,8,2822,산성,하차,2022-10,31905
5429,8,2823,남한산성입구(성남법원.검찰청),승차,2022-10,66811
5430,8,2823,남한산성입구(성남법원.검찰청),하차,2022-10,63225
5431,8,2824,단대오거리,승차,2022-10,59445
5432,8,2824,단대오거리,하차,2022-10,58201
5433,8,2825,신흥,승차,2022-10,31916
5434,8,2825,신흥,하차,2022-10,33115
5435,8,2826,수진,승차,2022-10,36374
5436,8,2826,수진,하차,2022-10,36485
5437,8,2827,모란,승차,2022-10,46904
5438,8,2827,모란,하차,2022-10,37172
5439,8,2828,남위례,승차,2022-10,25655
